FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2024-03-18,14,refrigerador simple puerta,2,800.0,7,Wayne Enterprises,18,Outlet Grand Rapids
2024-04-11,26,Smartphone 128GB 5G,3,1703.88,25,Scott-Johnson,26,Virtual Store Pro
2024-03-11,28,Micrófono USB para Streaming,1,303.66,27,Phelps PLC,18,Outlet Grand Rapids
2024-03-15,20,"Televisor LED 43"" 4K UHD",2,1000.42,14,Biohazard Inc,22,Electronics San Francisco
2024-04-25,11,phone,1,150.0,22,Crosby-Robinson,5,Tienda Premium
2024-04-09,22,Consola de Videojuegos,1,455.51,9,Pied Piper,10,ElectroShop California
2024-03-08,11,phone,1,150.0,20,Armstrong-Rice,18,Outlet Grand Rapids
2024-04-11,29,Lavadora 15kg Carga Superior,3,3000.0,16,Baker-Johnson,28,Outlet Philadelphia
2024-04-09,14,refrigerador simple puerta,2,800.0,6,Stark Industries,5,Tienda Premium
2024-03-05,13,lavadora 10kg,3,1950.0,30,Pearson-Grant,15,ElectroShop Phoenix
2024-03-25,16,Amplificador de Audio,1,294.11,26,Willis Ltd,8,ElectroShop Este
2024-04-06,10,smartwatch,2,300.0,14,Biohazard Inc,30,ElectroShop Online Plus
2024-04-12,29,Lavadora 15kg Carga Superior,5,5000.0,7,Wayne Enterprises,27,Outlet Miami
2024-03-14,7,home theater 5.1,1,200.0,29,Jones-Carter,4,ElectroShop Sur
2024-04-02,26,Smartphone 128GB 5G,1,567.96,7,Wayne Enterprises,27,Outlet Miami
2024-04-07,10,smartwatch,2,300.0,24,Horton Inc,17,Electronics Austin
2024-03-24,5,aspiradora sin bolsa,1,250.0,18,Thompson-Payne,26,Virtual Store Pro
2024-03-04,17,Smartphone Plegable 512GB,1,179.3,14,Biohazard Inc,3,Outlet Norte
2024-04-01,1,"televisor led 55""",1,500.0,2,Globex Corporation,22,Electronics San Francisco
2024-03-06,5,aspiradora sin bolsa,1,250.0,29,Jones-Carter,30,ElectroShop Online Plus
2024-03-18,6,licuadora 600w,4,280.0,23,"Perkins, Mayo and Richards",14,sin descripcion
2024-03-12,24,Auriculares Inalámbricos Bluetooth,1,462.49,2,Globex Corporation,26,Virtual Store Pro
2024-03-09,22,Consola de Videojuegos,4,1822.04,14,Biohazard Inc,4,ElectroShop Sur
2024-04-25,10,smartwatch,2,300.0,21,Clark-Rodriguez,21,Online Electronics
2024-03-24,23,Cámara Digital 20MP,1,256.22,9,Pied Piper,3,Outlet Norte
2024-03-03,29,Lavadora 15kg Carga Superior,4,4000.0,6,Stark Industries,15,ElectroShop Phoenix
2024-04-18,25,Auriculares con Cancelación de Ruido,1,393.14,28,Ortiz PLC,14,sin descripcion
2024-04-10,13,lavadora 10kg,1,650.0,14,Biohazard Inc,26,Virtual Store Pro
2024-03-29,19,Soundbar 2.1 Canales,2,1072.88,22,Crosby-Robinson,18,Outlet Grand Rapids
2024-04-11,9,"tablet 10""",1,400.0,8,Dunder Mifflin,19,Tienda Boston Center
2024-03-10,18,Smartphone Plegable 512GB,1,273.17,26,Willis Ltd,5,Tienda Premium
2024-03-14,20,"Televisor LED 43"" 4K UHD",2,1000.42,16,Baker-Johnson,15,ElectroShop Phoenix
2024-04-06,2,lavadora 8kg,1,450.0,9,Pied Piper,11,Tienda Norte
2024-04-03,13,lavadora 10kg,1,650.0,26,Willis Ltd,24,ElectroShop Online Plus
2024-03-17,4,microondas 20l,1,100.0,3,Initech,26,Virtual Store Pro
2024-04-14,17,Smartphone Plegable 512GB,2,358.6,4,Umbrella Corp,4,ElectroShop Sur
2024-04-01,10,smartwatch,3,450.0,1,ACME Corp,1,ElectroShop Online
2024-03-28,17,Smartphone Plegable 512GB,1,179.3,21,Clark-Rodriguez,1,ElectroShop Online
2024-03-27,9,"tablet 10""",2,800.0,3,Initech,3,Outlet Norte
2024-03-07,7,home theater 5.1,1,200.0,7,Wayne Enterprises,13,ElectroShop Norte
2024-04-16,27,"Monitor 24"" Full HD",1,362.63,2,Globex Corporation,29,Outlet Seattle
2024-03-13,17,Smartphone Plegable 512GB,1,179.3,19,Clark LLC,13,ElectroShop Norte
2024-03-15,20,"Televisor LED 43"" 4K UHD",1,500.21,14,Biohazard Inc,29,Outlet Seattle
2024-03-20,10,smartwatch,1,150.0,25,Scott-Johnson,24,ElectroShop Online Plus
2024-03-09,16,Amplificador de Audio,3,882.33,9,Pied Piper,14,sin descripcion
2024-04-19,19,Soundbar 2.1 Canales,3,1609.32,17,Williams Ltd,14,sin descripcion
2024-03-11,6,licuadora 600w,1,70.0,25,Scott-Johnson,13,ElectroShop Norte
2024-04-22,27,"Monitor 24"" Full HD",1,362.63,23,"Perkins, Mayo and Richards",4,ElectroShop Sur
2024-03-27,4,microondas 20l,2,200.0,29,Jones-Carter,17,Electronics Austin
2024-04-23,29,Lavadora 15kg Carga Superior,2,2000.0,30,Pearson-Grant,21,Online Electronics
2024-04-22,16,Amplificador de Audio,1,294.11,9,Pied Piper,7,Tienda Express
2024-04-06,20,"Televisor LED 43"" 4K UHD",1,500.21,22,Crosby-Robinson,17,Electronics Austin
2024-03-05,7,home theater 5.1,2,400.0,25,Scott-Johnson,3,Outlet Norte
2024-04-26,5,aspiradora sin bolsa,1,250.0,5,Weyland-Yutani,10,ElectroShop California
2024-04-26,30,"Monitor 24"" Full HD",3,2191.29,10,Hooli,9,Tienda Online Plus
2024-03-05,26,Smartphone 128GB 5G,1,567.96,27,Phelps PLC,25,Online Electronics
2024-03-03,6,licuadora 600w,2,140.0,17,Williams Ltd,12,Outlet Sur
2024-03-19,26,Smartphone 128GB 5G,3,1703.88,15,razon social no informada,19,Tienda Boston Center
2024-04-11,18,Smartphone Plegable 512GB,2,546.34,9,Pied Piper,19,Tienda Boston Center
2024-03-05,26,Smartphone 128GB 5G,1,567.96,10,Hooli,5,Tienda Premium
2024-04-26,22,Consola de Videojuegos,5,2277.55,15,razon social no informada,8,ElectroShop Este
2024-03-21,1,"televisor led 55""",1,500.0,22,Crosby-Robinson,18,Outlet Grand Rapids
2024-03-27,7,home theater 5.1,1,200.0,2,Globex Corporation,7,Tienda Express
2024-03-07,13,lavadora 10kg,1,650.0,15,razon social no informada,15,ElectroShop Phoenix
2024-04-12,21,"Televisor OLED 55"" Smart TV",3,1857.45,30,Pearson-Grant,16,Online Electronics
2024-03-24,2,lavadora 8kg,1,450.0,20,Armstrong-Rice,17,Electronics Austin
2024-04-11,13,lavadora 10kg,1,650.0,29,Jones-Carter,22,Electronics San Francisco
2024-04-30,8,"computadora portátil 15""",1,650.0,28,Ortiz PLC,22,Electronics San Francisco
2024-03-02,22,Consola de Videojuegos,1,455.51,22,Crosby-Robinson,7,Tienda Express
2024-04-19,24,Auriculares Inalámbricos Bluetooth,2,924.98,6,Stark Industries,18,Outlet Grand Rapids
2024-04-04,3,refrigerador doble puerta,1,750.0,20,Armstrong-Rice,25,Online Electronics
2024-04-27,1,"televisor led 55""",1,500.0,7,Wayne Enterprises,12,Outlet Sur
2024-04-29,14,refrigerador simple puerta,4,1600.0,19,Clark LLC,6,ElectroShop Oeste
2024-03-25,18,Smartphone Plegable 512GB,1,273.17,3,Initech,2,Tienda Central
2024-04-15,19,Soundbar 2.1 Canales,1,536.44,2,Globex Corporation,5,Tienda Premium
2024-04-14,20,"Televisor LED 43"" 4K UHD",5,2501.05,30,Pearson-Grant,8,ElectroShop Este
2024-03-19,20,"Televisor LED 43"" 4K UHD",3,1500.63,15,razon social no informada,6,ElectroShop Oeste
2024-03-02,19,Soundbar 2.1 Canales,2,1072.88,21,Clark-Rodriguez,11,Tienda Norte
2024-03-03,23,Cámara Digital 20MP,1,256.22,14,Biohazard Inc,1,ElectroShop Online
2024-03-04,6,licuadora 600w,5,350.0,28,Ortiz PLC,5,Tienda Premium
2024-03-30,27,"Monitor 24"" Full HD",3,1087.89,23,"Perkins, Mayo and Richards",14,sin descripcion
2024-04-21,28,Micrófono USB para Streaming,2,607.32,4,Umbrella Corp,11,Tienda Norte
2024-04-11,2,lavadora 8kg,1,450.0,2,Globex Corporation,14,sin descripcion
2024-03-18,30,"Monitor 24"" Full HD",1,730.43,19,Clark LLC,10,ElectroShop California
2024-03-02,24,Auriculares Inalámbricos Bluetooth,1,462.49,1,ACME Corp,18,Outlet Grand Rapids
2024-03-25,5,aspiradora sin bolsa,1,250.0,30,Pearson-Grant,30,ElectroShop Online Plus
2024-04-22,8,"computadora portátil 15""",1,650.0,4,Umbrella Corp,25,Online Electronics
2024-03-12,3,refrigerador doble puerta,2,1500.0,28,Ortiz PLC,6,ElectroShop Oeste
2024-04-02,24,Auriculares Inalámbricos Bluetooth,2,924.98,21,Clark-Rodriguez,15,ElectroShop Phoenix
2024-03-31,1,"televisor led 55""",1,500.0,27,Phelps PLC,12,Outlet Sur
2024-03-21,9,"tablet 10""",1,400.0,4,Umbrella Corp,6,ElectroShop Oeste
2024-04-11,9,"tablet 10""",2,800.0,25,Scott-Johnson,10,ElectroShop California
2024-04-16,10,smartwatch,2,300.0,4,Umbrella Corp,28,Outlet Philadelphia
2024-04-11,18,Smartphone Plegable 512GB,1,273.17,23,"Perkins, Mayo and Richards",22,Electronics San Francisco
2024-04-21,25,Auriculares con Cancelación de Ruido,1,393.14,20,Armstrong-Rice,27,Outlet Miami
2024-03-27,11,phone,1,150.0,23,"Perkins, Mayo and Richards",30,ElectroShop Online Plus
2024-04-09,22,Consola de Videojuegos,2,911.02,21,Clark-Rodriguez,30,ElectroShop Online Plus
2024-03-10,27,"Monitor 24"" Full HD",1,362.63,18,Thompson-Payne,17,Electronics Austin
2024-03-26,11,phone,1,150.0,25,Scott-Johnson,17,Electronics Austin
2024-04-21,1,"televisor led 55""",3,1500.0,18,Thompson-Payne,11,Tienda Norte
2024-03-02,7,home theater 5.1,1,200.0,19,Clark LLC,27,Outlet Miami
2024-04-26,22,Consola de Videojuegos,4,1822.04,14,Biohazard Inc,18,Outlet Grand Rapids
2024-03-23,26,Smartphone 128GB 5G,3,1703.88,30,Pearson-Grant,18,Outlet Grand Rapids
2024-03-29,27,"Monitor 24"" Full HD",1,362.63,18,Thompson-Payne,8,ElectroShop Este
2024-03-31,25,Auriculares con Cancelación de Ruido,1,393.14,27,Phelps PLC,17,Electronics Austin
2024-03-29,6,licuadora 600w,5,350.0,20,Armstrong-Rice,5,Tienda Premium
2024-04-30,6,licuadora 600w,2,140.0,19,Clark LLC,29,Outlet Seattle
2024-03-09,14,refrigerador simple puerta,3,1200.0,21,Clark-Rodriguez,12,Outlet Sur
2024-03-12,22,Consola de Videojuegos,1,455.51,26,Willis Ltd,21,Online Electronics
2024-03-30,20,"Televisor LED 43"" 4K UHD",2,1000.42,18,Thompson-Payne,12,Outlet Sur
2024-03-07,13,lavadora 10kg,1,650.0,8,Dunder Mifflin,24,ElectroShop Online Plus
2024-03-18,1,"televisor led 55""",2,1000.0,5,Weyland-Yutani,24,ElectroShop Online Plus
2024-03-14,23,Cámara Digital 20MP,4,1024.88,29,Jones-Carter,20,TechStore Columbus
2024-03-26,11,phone,1,150.0,6,Stark Industries,12,Outlet Sur
2024-03-11,2,lavadora 8kg,1,450.0,1,ACME Corp,21,Online Electronics
2024-04-03,10,smartwatch,1,150.0,1,ACME Corp,10,ElectroShop California
2024-03-16,11,phone,1,150.0,22,Crosby-Robinson,10,ElectroShop California
2024-04-17,9,"tablet 10""",2,800.0,19,Clark LLC,13,ElectroShop Norte
2024-03-24,3,refrigerador doble puerta,1,750.0,16,Baker-Johnson,3,Outlet Norte
2024-03-14,2,lavadora 8kg,1,450.0,10,Hooli,2,Tienda Central
2024-03-22,25,Auriculares con Cancelación de Ruido,1,393.14,29,Jones-Carter,18,Outlet Grand Rapids
2024-04-17,1,"televisor led 55""",1,500.0,26,Willis Ltd,2,Tienda Central
2024-04-08,30,"Monitor 24"" Full HD",1,730.43,19,Clark LLC,22,Electronics San Francisco
2024-04-14,18,Smartphone Plegable 512GB,1,273.17,20,Armstrong-Rice,21,Online Electronics
2024-04-03,24,Auriculares Inalámbricos Bluetooth,4,1849.96,10,Hooli,26,Virtual Store Pro
2024-04-23,13,lavadora 10kg,2,1300.0,28,Ortiz PLC,19,Tienda Boston Center
2024-04-03,16,Amplificador de Audio,2,588.22,15,razon social no informada,7,Tienda Express
2024-04-26,1,"televisor led 55""",5,2500.0,2,Globex Corporation,14,sin descripcion
2024-04-24,8,"computadora portátil 15""",5,3250.0,29,Jones-Carter,8,ElectroShop Este
2024-03-16,9,"tablet 10""",1,400.0,7,Wayne Enterprises,7,Tienda Express
2024-04-14,24,Auriculares Inalámbricos Bluetooth,1,462.49,21,Clark-Rodriguez,30,ElectroShop Online Plus
2024-03-25,20,"Televisor LED 43"" 4K UHD",1,500.21,29,Jones-Carter,29,Outlet Seattle
2024-04-23,23,Cámara Digital 20MP,2,512.44,21,Clark-Rodriguez,4,ElectroShop Sur
2024-04-07,25,Auriculares con Cancelación de Ruido,3,1179.42,30,Pearson-Grant,30,ElectroShop Online Plus
2024-04-10,3,refrigerador doble puerta,4,3000.0,4,Umbrella Corp,16,Online Electronics
2024-03-03,4,microondas 20l,2,200.0,6,Stark Industries,17,Electronics Austin
2024-03-11,20,"Televisor LED 43"" 4K UHD",5,2501.05,27,Phelps PLC,10,ElectroShop California
2024-03-20,10,smartwatch,1,150.0,8,Dunder Mifflin,5,Tienda Premium
2024-03-24,28,Micrófono USB para Streaming,1,303.66,10,Hooli,1,ElectroShop Online
2024-04-05,5,aspiradora sin bolsa,1,250.0,9,Pied Piper,23,Virtual Store Pro
2024-04-08,24,Auriculares Inalámbricos Bluetooth,4,1849.96,3,Initech,19,Tienda Boston Center
2024-04-24,4,microondas 20l,2,200.0,26,Willis Ltd,21,Online Electronics
2024-03-29,14,refrigerador simple puerta,5,2000.0,9,Pied Piper,2,Tienda Central
2024-04-01,27,"Monitor 24"" Full HD",2,725.26,5,Weyland-Yutani,8,ElectroShop Este
2024-04-05,14,refrigerador simple puerta,3,1200.0,28,Ortiz PLC,26,Virtual Store Pro
2024-03-27,5,aspiradora sin bolsa,2,500.0,14,Biohazard Inc,13,ElectroShop Norte
2024-03-31,27,"Monitor 24"" Full HD",2,725.26,28,Ortiz PLC,1,ElectroShop Online
